123456789012,100
564738738472,99
198706543879,98
564758693245,97
285736458394,96
365748374836,95
657463756574,94
879232817384,93
123427483923,92
850000176968,91
194253400905,90
372838314642,89
179400061478,88
241167013106,87
858158005022,86
370030147076,85
370030857068,84
722510029004,83
816500586845,82
370030146176,81
840353040441,80
848354013433,79
842431014313,78
740617303056,77
740617284300,76
196188046036,75
843368051495,74
730143309202,73
735858350181,72
814585021356,71
885909918164,70
811434018901,69
73149216793,68
19200958721,67
799637075986,0
39676900086,0
616932236259,0
670045520001,0
785923091037,0
